,CMPD_CHEMBLID,exp,smiles,standartize_smiles
758,CHEMBL2177608,1.11,CC1(CC1)c2c(cnn2c3ccc(cc3)C(=O)O)C(=O)NC4C5CC6CC(CC4C6)C5,CC1(c2c(C(=O)NC3C4CC5CC(C4)CC3C5)cnn2-c2ccc(C(=O)O)cc2)CC1
759,CHEMBL250516,2.46,COc1ccc2c(C)cc(N[C@H]3CCC[C@@H](C3)NCc4ccsc4)nc2c1,COc1ccc2c(C)cc(=N[C@H]3CCC[C@H](NCc4ccsc4)C3)[nH]c2c1
760,CHEMBL2321993,0.12,OCC[C@@]1(CCCNC1)c2oc3ccccc3c2,OCC[C@]1(c2cc3ccccc3o2)CCCNC1
761,CHEMBL44227,3.65,Oc1ccc(cc1)c2nc3ccc(O)cc3s2,Oc1ccc(-c2nc3ccc(O)cc3s2)cc1
762,CHEMBL1682967,2.75,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2cc(CN(C)C)ccc12)c3ccccc3)c4ccccc4,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2cc(CN(C)C)ccc12)c1ccccc1
763,CHEMBL1645501,1.41,CC(=O)c1ccc2NC(=CC(=O)c2c1)c3cccnc3,CC(=O)c1ccc2[nH]c(-c3cccnc3)cc(=O)c2c1
764,CHEMBL2171024,1.23,OC(=O)c1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,O=C(O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1
765,CHEMBL1917426,1.84,Cc1c(Sc2ccc(Cl)cc2)c3cc(F)ccc3n1CC(=O)O,Cc1c(Sc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O
766,CHEMBL250124,3.61,COc1ccc2c(C)cc(N[C@H]3CCC[C@@H](C3)NCc4cccc(OC(F)(F)F)c4)nc2c1,COc1ccc2c(C)cc(=N[C@H]3CCC[C@H](NCc4cccc(OC(F)(F)F)c4)C3)[nH]c2c1
767,CHEMBL1198335,3.9,COc1cccc(Nc2nc(NCC3CCCO3)c4ccccc4n2)c1,COc1cccc(N=c2[nH]c(=NCC3CCCO3)c3ccccc3[nH]2)c1
768,CHEMBL1683033,1.99,CCOc1cc2nnc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1N4CCN(C)CC4,CCOc1cc2[nH]nc(C(N)=O)c(=Nc3cccc(Cl)c3F)c2cc1N1CCN(C)CC1
769,CHEMBL2325991,1.8,COc1ccc(cc1OC)C(C)NC(=O)C2(N)CCN(CC2)c3ncnc4[nH]ccc34,COc1ccc(C(C)NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)cc1OC
770,CHEMBL454616,2.8,CN(c1cccc(c1)C(=O)Nc2ccc(C)c(NC(=O)c3ccc4ncccc4c3)c2)S(=O)(=O)C,Cc1ccc(NC(=O)c2cccc(N(C)S(C)(=O)=O)c2)cc1NC(=O)c1ccc2ncccc2c1
771,CHEMBL2326523,2.88,CC(C)[C@H](N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3cc(Cl)ccc3C(=O)N2Cc4ccccc4,Cc1ccc(C(=O)N(CCCN)C(c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1
772,CHEMBL226906,1.15,Cc1ccsc1CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3,Cc1ccsc1Cn1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O
773,CHEMBL2346974,3.2,CC(=O)N1CCN(CCOc2ccc(cc2)C3CCN(CC3)c4ccc5nnc(n5n4)C(F)(F)F)CC1,CC(=O)N1CCN(CCOc2ccc(C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1
774,CHEMBL1212988,2.53,Cc1cc(C)c2c(N)c(sc2n1)C(=O)NC3CC3,Cc1cc(C)c2c(N)c(C(=O)NC3CC3)sc2n1
775,CHEMBL393714,2.61,CN1C(=O)c2c(onc2c3ccccc3)C=C1c4ccncc4,Cn1c(-c2ccncc2)cc2onc(-c3ccccc3)c2c1=O
776,CHEMBL404108,1.02,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1
777,CHEMBL51781,2.72,COC(=O)CCC(=O)Nc1ccc2C(=O)C(=O)c3ccccc3c2c1,COC(=O)C=CC(=O)Nc1ccc2c(O)c(O)c3ccccc3c2c1
778,CHEMBL1287891,0.77,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccncc4,NC(=O)c1c[nH]c(=N[C@H]2CCCNC2)c2cc(-c3ccncc3)sc12
779,CHEMBL1779045,2.24,Cc1cccc(c1)N(Cc2cc(F)c(F)cc2F)C(=O)O[C@H]3CN4CCC3CC4,Cc1cccc(N(Cc2cc(F)c(F)cc2F)C(=O)O[C@H]2CN3CCC2CC3)c1
780,CHEMBL1887445,3.2,CCCC(=O)N1CCN(CC1)c2nnc(c3ccccc3)c4ccccc24,CCCC(=O)N1CCN(c2nnc(-c3ccccc3)c3ccccc23)CC1
781,CHEMBL514201,3.6,C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c3cc4c(cn(C)c4cc3Cl)C(=O)C(=O)N(C)C,C[C@H]1CN(C(=O)c2cc3c(C(=O)C(=O)N(C)C)cn(C)c3cc2Cl)[C@H](C)CN1Cc1ccc(F)cc1
782,CHEMBL1824041,0.23,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(cc45)C#N)CC3)nc2N1,N#Cc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2
783,CHEMBL259515,1.13,CN1SC(=NC1=O)NC(=O)c2ccccc2,Cn1sc(=NC(=O)c2ccccc2)[nH]c1=O
784,CHEMBL1922267,2.87,C[C@H]1[C@@H]2CN(CCN3CCOCC3)CC[C@H]2Cc4[nH]c5ccc(cc5c14)C(F)(F)F,C[C@@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@@H]2CCN(CCN3CCOCC3)C[C@H]21
785,CHEMBL500,-0.12,CC(C)NCC(O)COc1cccc2[nH]ccc12,CC(C)NCC(O)COc1cccc2[nH]ccc12
786,CHEMBL1650725,1.75,C[C@H](Nc1ncc(C)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,Cc1cc(=Nc2[nH]c(=NC(C)c3ncc(F)cn3)ncc2C)[nH][nH]1
787,CHEMBL2335883,1.4,CN(C)CCNCc1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,CN(C)CCNCc1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1
788,CHEMBL91863,2.85,Cc1ccccc1Nc2ncnc3ccccc23,Cc1ccccc1N=c1[nH]cnc2ccccc12
789,CHEMBL593300,3.11,Cn1c(CN2CCN(CC2)c3ccccc3)nc4ccccc14,Cn1c(CN2CCN(c3ccccc3)CC2)nc2ccccc21
790,CHEMBL205465,4.07,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CCCCC4,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21
791,CHEMBL472618,2.59,Nc1c(NC2CCCC2)nc(nc1N3CCOCC3)C#N,N#Cc1nc(=NC2CCCC2)c(N)c(N2CCOCC2)[nH]1
792,CHEMBL1454,0.81,C1CN2C[C@@H](N=C2S1)c3ccccc3,c1ccc([C@H]2CN3CCSC3=N2)cc1
793,CHEMBL1089224,3.76,CCCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1,CCCCOc1nc(=N)c2[nH]c(=O)n(Cc3cccc(CC(=O)OC)c3)c2[nH]1
794,CHEMBL2086656,3.9,CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(OCc3ccc(cc3)S(=O)(=O)C)cc2,CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)cc2)CC1
795,CHEMBL1809228,4.1,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccc(cn34)N(C)C)N5CCN(CC5)C(=O)C,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3ccc(N(C)C)cn23)c(Cl)c[nH]1
796,CHEMBL2164678,3.0,Fc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)CC1
797,CHEMBL391565,1.72,COc1ccc(NC(=O)c2ccnc(N)n2)cc1,COc1ccc(NC(=O)c2cc[nH]c(=N)n2)cc1
798,CHEMBL2207654,3.02,O[C@H](CNC(=O)C1=CNC(=O)c2cc(ccc12)S(=O)(=O)N3CCC3)CN4CCC(CC4)Oc5ccc(Cl)c(Cl)c5,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12
799,CHEMBL217354,3.44,CC(C)c1ccccc1Cc2cc(C(=O)Nc3ccc(cc3)S(=O)(=O)c4ccccc4C(C)(C)C)c(O)c(O)c2O,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O
800,CHEMBL325681,2.41,COc1cccc(c1)c2cc(O)c3cc(NC(=O)C)ccc3n2,COc1cccc(-c2cc(=O)c3cc(NC(C)=O)ccc3[nH]2)c1
801,CHEMBL2179280,1.68,CCC(CC)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,CCC(CC)CC(c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1
802,CHEMBL1271394,3.21,CN(c1ccnc(Nc2cccc(c2)S(=O)(=O)C)n1)c3cccc4[nH]ncc34,CN(c1cc[nH]c(=Nc2cccc(S(C)(=O)=O)c2)n1)c1cccc2[nH]ncc12
803,CHEMBL364069,0.7,O=C(N[C@H]1CN2CCC1CC2)c3ccc(s3)c4ccccn4,O=C(N[C@H]1CN2CCC1CC2)c1ccc(-c2ccccn2)s1
804,CHEMBL569720,1.92,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ncc(F)cn3,Cc1cc(=Nc2[nH]c(=NC(C)c3ncc(F)cn3)c(C#N)nc2C)[nH][nH]1
805,CHEMBL495383,3.83,OCCc1cccc(NC(=O)c2cc3cc(Cl)ccc3[nH]2)c1,O=C(Nc1cccc(CCO)c1)c1cc2cc(Cl)ccc2[nH]1
806,CHEMBL1779014,3.76,COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccc3)c2,COc1cc(F)ccc1-c1cncc(CNC(=O)c2ccccc2)c1
807,CHEMBL1951081,2.82,COc1cc(OC)c(cc1NC(=O)CSc2ccncc2)S(=O)(=O)N3C(C)CCc4ccccc34,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CSc1ccncc1
808,CHEMBL1538857,2.3,Cc1cc(Nc2ccccc2)n(CCC#N)n1,Cc1cc(=Nc2ccccc2)n(CCC#N)[nH]1
809,CHEMBL1289926,3.8,CNC(=O)c1ccccc1Sc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1
810,CHEMBL2094541,1.4,COc1cc(OC)nc(n1)N2N=CC(=C(Cl)C2=O)Cl,COc1cc(OC)nc(-n2ncc(Cl)c(Cl)c2=O)n1
811,CHEMBL420857,2.86,Oc1ccc(CCNCCS(=O)(=O)CCCOCCc2oc3ccccc3c2)c4sc(O)nc14,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3cc4ccccc4o3)c2s1
812,CHEMBL1934420,0.8,C[C@H](NC(=O)c1c(C)nn(C2CCN(C)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)[nH]n2C2CCN(C)CC2)cc1
813,CHEMBL2035035,1.7,NC1(CCC1)c2ccc(cc2)c3c(ccn4ncnc34)c5ccccc5,NC1(c2ccc(-c3c(-c4ccccc4)ccn4ncnc34)cc2)CCC1
814,CHEMBL128506,1.71,CN1CCN(CC1)C(=O)c2cc3ccccc3n2C,CN1CCN(C(=O)c2cc3ccccc3n2C)CC1
815,CHEMBL430854,2.6,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccc(Cl)cc3)n2)cc1,CN(C)CC(O)COc1ccc(N=c2[nH]ccc(=Nc3ccc(Cl)cc3)[nH]2)cc1
816,CHEMBL219861,2.14,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5C[C@H](O)CO5,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccnc4ccccc34)sc21
817,CHEMBL1809200,3.5,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(OC)cccn34)N5CCN(CC5)C(=O)C,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3c(OC)cccn23)c(Cl)c[nH]1
818,CHEMBL2177614,0.59,CCCSc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)N(C)C3CCCCC3,CCCSc1c(C(=O)N(C)C2CCCCC2)cnn1-c1ccc(C(=O)O)cc1
819,CHEMBL1312643,1.34,O=S(=O)(Cc1cc(nc(n1)c2ccccn2)N3CCOCC3)c4ccccc4,O=S(=O)(Cc1cc(N2CCOCC2)nc(-c2ccccn2)n1)c1ccccc1
820,CHEMBL73151,2.73,CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
821,CHEMBL607,1.4,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
822,CHEMBL2164850,3.44,O=C(NC1=CC(=CNC1=O)c2ccncc2)[C@H](Cc3ccccc3)NC4(CC4)c5ccccn5,O=C(Nc1cc(-c2ccncc2)c[nH]c1=O)C(Cc1ccccc1)NC1(c2ccccn2)CC1
823,CHEMBL456985,2.23,CNC(=O)C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cc4,CNC(=O)C[C@H](N=c1nc(N=c2cc(C3CC3)[nH][nH]2)c(Cl)c[nH]1)c1ccc(F)cc1
824,CHEMBL1224140,2.08,Cc1cc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)cc(c1)C(=O)N,Cc1cc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)cc(C(N)=O)c1
825,CHEMBL69863,2.11,Oc1cc(O)cc(\C=C\c2ccc(O)c(O)c2)c1,Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1
826,CHEMBL2153179,2.49,CCCSc1ncccc1C(=O)N(C)[C@@H]2[C@@H]3CC4C[C@H]2C[C@@](O)(C4)C3,CCCSc1ncccc1C(=O)N(C)[C@H]1[C@H]2CC3C[C@@H]1C[C@](O)(C3)C2
827,CHEMBL1241590,0.44,CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1
828,CHEMBL2335876,2.78,COCCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1C,COCCNC(=O)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1C
829,CHEMBL2163583,2.99,Cc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,Cc1cccc2c3c([nH]c12)CCN(C(=O)C1CCCCC1C(=O)NC1(C#N)CC1)C3
830,CHEMBL533154,1.39,Cc1cc(N)c2cc(NC(=O)CCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,Cc1cc(=N)c2cc(NC(=O)CCC(=O)Nc3ccc4[nH]c(C)cc(=N)c4c3)ccc2[nH]1
831,CHEMBL211631,0.49,COc1cccc2c(ccnc12)c3c(C)n(CC(=O)O)c4ccc(C)cc34,COc1cccc2c(-c3c(C)n(CC(=O)O)c4ccc(C)cc34)ccnc12
832,CHEMBL1535,0.77,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CCN(CCO)CCCC(C)N=c1cc[nH]c2cc(Cl)ccc12
833,CHEMBL468297,3.15,C1CC1Nc2ccc3nnc(c4ccccc4)n3n2,c1ccc(-c2nnc3ccc(=NC4CC4)[nH]n23)cc1
834,CHEMBL2325732,2.4,CC(=O)NCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,CC(=O)NCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1
835,CHEMBL1809191,2.82,CC(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc5ccccn45)cc2,CC(=O)N1CCN(c2ccc(N=c3nc(-c4cnc5ccccn45)cc[nH]3)cc2)CC1
836,CHEMBL2207660,3.66,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2)c1Cl,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2)c1Cl
837,CHEMBL2035034,1.7,NC1(CCC1)c2ccc(cc2)c3c(ncc4nccn34)c5ccccc5,NC1(c2ccc(-c3c(-c4ccccc4)ncc4nccn34)cc2)CCC1
838,CHEMBL460,1.54,CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2
839,CHEMBL2035031,1.7,NC1(CCC1)c2ccc(cc2)c3ncc4cccnc4c3c5ccccc5,NC1(c2ccc(-c3ncc4cccnc4c3-c3ccccc3)cc2)CCC1
840,CHEMBL2362258,1.31,ON=Cc1oc(cc1)[N+](=O)[O-],O=[N+]([O-])c1ccc(C=NO)o1
841,CHEMBL71917,3.5,CC(C)OC(=O)C1=CN(Cc2c(F)cccc2F)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)C(C)C)cc5,CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(-c3ccc(NC(=O)C(C)C)cc3)c(CN(C)Cc3ccccc3)c2c1=O
842,CHEMBL1458496,2.98,Clc1cccc(C(=O)N2CCN(CC2)c3ccccn3)c1Cl,O=C(c1cccc(Cl)c1Cl)N1CCN(c2ccccn2)CC1
843,CHEMBL2062581,2.65,CC(=O)Nc1ccc2[nH]cc(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1,CC(=O)Nc1ccc2[nH]cc(-c3cc(=NC4CC4)n4[nH]cc(C#N)c4n3)c2c1
844,CHEMBL1541257,2.33,C1Cc2ncc(c3ccc4OCCOc4c3)n2C1,c1cc2c(cc1-c1cnc3n1CCC3)OCCO2
845,CHEMBL505521,1.85,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4occc4,CN=C1N=c2ncccc2=C(c2ccco2)NC1c1cccs1
846,CHEMBL1955881,3.3,Oc1c(C#N)c(nc2ccncc12)c3ccc(cc3)c4ccccc4C(F)(F)F,N#Cc1c(-c2ccc(-c3ccccc3C(F)(F)F)cc2)[nH]c2ccncc2c1=O
847,CHEMBL369684,1.26,C[Si](C)(C)C#Cc1cn(C[C@H]2CN(C(=O)O2)c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)nn1,C[Si](C)(C)C#Cc1cn(C[C@H]2CN(c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)C(=O)O2)nn1
848,CHEMBL2335912,3.46,C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(cc(C)c3n2)c4ccncc4)cc1,CC(=O)N[C@H](C)c1ccc(N=c2nc3c(C)cc(-c4ccncc4)cc3c[nH]2)cc1
849,CHEMBL2177155,3.25,CN1CCN(CC1)S(=O)(=O)c2ccc(c3cnc(N)c(n3)C(=O)Nc4cccnc4)c(c2)C(F)(F)F,CN1CCN(S(=O)(=O)c2ccc(-c3c[nH]c(=N)c(C(=O)Nc4cccnc4)n3)c(C(F)(F)F)c2)CC1
850,CHEMBL1916082,0.79,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,CCC(CC)NC(=O)c1c[nH]n(-c2ccccc2)c1=NS(=O)(=O)c1ccc(C)cc1
851,CHEMBL1605684,3.2,CC(=O)C1=CN(Cc2ccccc2)C(=O)N(Cc3ccc(F)cc3)C1=O,CC(=O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccc(F)cc2)c1=O
852,CHEMBL2178371,1.3,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)C34CCC(CC3)(CC4)C(=O)O,Cc1nc(C)c(-c2ccc(C34CCC(C(=O)O)(CC3)CC4)cc2)nc1C(N)=O
853,CHEMBL1458025,2.7,Cc1sc2ncnc(SCC(=O)N3CCN(CC3)C(=O)c4occc4)c2c1C,Cc1sc2ncnc(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)c2c1C
854,CHEMBL2171027,0.66,OC(=O)CCCS(=O)(=O)c1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,O=C(O)CCCS(=O)(=O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1
855,CHEMBL100391,2.25,CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,CN(C)CC(O)COc1ccc(N=c2[nH]cc(Cl)c(=Nc3ccccc3)[nH]2)cc1
856,CHEMBL284954,2.79,CCOC(=O)[C@H](Cc1ccc(cc1)[N+](=O)[O-])NC(=O)c2ccccc2,CCOC(=O)C(Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccccc1
857,CHEMBL92484,1.57,CCc1cccc(c1)N(C)C(=N)Nc2cccc3ccccc23,CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1
858,CHEMBL264026,2.0,CC[S+]([O-])c1ncccc1C2(O)CCN(CC34CC(c5ccccc35)c6ccccc46)CC2,CC[S+]([O-])c1ncccc1C1(O)CCN(CC23CC(c4ccccc42)c2ccccc23)CC1
859,CHEMBL1499,1.4,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,C[C@]12CC(=O)C3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
860,CHEMBL393501,3.8,CN1C(=O)C=C(CCc2cccc(c2)c3ccccc3)N=C1N,Cn1c(=O)cc(CCc2cccc(-c3ccccc3)c2)[nH]c1=N
861,CHEMBL1222443,2.07,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4occc4,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccco3)ccc12
862,CHEMBL2335904,3.2,C[C@@H](NC1=CC(=O)CC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,C[C@@H](N=C1CCC(=O)C1)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1
863,CHEMBL2153173,3.24,CCCSc1ncccc1C(=O)NC2CCCCC2,CCCSc1ncccc1C(=O)NC1CCCCC1
864,CHEMBL1916283,1.2,C[C@@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N[C@H](C)C(C)(C)C)c(C)[nH]n2-c2ccccc2)cc1
865,CHEMBL184271,3.19,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN6CCOCC6,COc1cc2[nH]cnc(=Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCOCC1
866,CHEMBL2164744,0.77,COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1,COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2c1
867,CHEMBL1940279,3.88,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccnc6ccccc56)cc3,O=C(NCc1ccnc2ccccc12)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1
868,CHEMBL631,1.72,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
869,CHEMBL1303766,-0.2,CCN(CC)c1ccc2C=C(C(=O)O)C(=O)Oc2c1,CCN(CC)c1ccc2cc(C(=O)O)c(=O)oc2c1
870,CHEMBL2036782,2.21,CC(C)N1CCN[C@H](C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,CC(C)N1CCNC(C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1
871,CHEMBL20210,2.8,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c2cc(C)on2)C(C)C)Cc3ccc(F)cc3,CCOC(=O)CCC(CC1CCNC1=O)=NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1
872,CHEMBL2336331,3.75,C[C@@H]1CN(C[C@H](C)O1)c2nc(N3CCOC[C@@H]3C)c4ccc(nc4n2)c5ccccc5,C[C@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccccc4)nc3n2)C[C@@H](C)O1
873,CHEMBL277474,0.11,CN1N(C(=O)C=C1C)c2ccccc2,Cc1cc(=O)n(-c2ccccc2)n1C
874,CHEMBL2179668,-1.03,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(F)c4)c3)C2)C(=O)NC1=O,Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(F)c4)c3)C2)c(=O)[nH]c1=O
875,CHEMBL1349,-1.3,CC(C)[C@H](N)C(=O)OCCOCn1cnc2C(=O)N=C(N)Nc12,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(=N)[nH]c21
876,CHEMBL1949685,1.65,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3ccccc3)C2,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(CCc2ccccc2)C1)C1CCCCC1
877,CHEMBL2011908,2.88,CNc1c(Br)cnc2[nH]c(nc12)c3ccc(cc3)S(=O)(=O)C,CN=c1c(Br)c[nH]c2[nH]c(-c3ccc(S(C)(=O)=O)cc3)nc12
